Feature ID,Feature Name,Cluster 1 Mean Counts,Cluster 1 Log2 fold change,Cluster 1 Adjusted p value,Cluster 2 Mean Counts,Cluster 2 Log2 fold change,Cluster 2 Adjusted p value
ENSMUSG00000025900,Rp1,0.0006609954933603693,2.782713440070543,0.3526675618400483,0.0,-2.782713440070543,0.3526675618400483
ENSMUSG00000025902,Sox17,0.0,-1.0246414819870608,0.56552467545006,0.0011521152965566148,1.0246414819870608,0.56552467545006
ENSMUSG00000104238,Gm37587,0.0,0.7827134400705429,1.0,0.00019201921609276912,-0.7827134400705429,1.0
ENSMUSG00000033845,Mrpl15,0.027100815227775143,-2.5748385645475413,8.851340556575257e-16,0.16513652583978145,2.5748385645475413,8.851340556575257e-16
ENSMUSG00000025903,Lypla1,0.05750660792235213,-0.8871379582371275,0.0012644680898194866,0.10733874179585794,0.8871379582371275,0.0012644680898194866
ENSMUSG00000033813,Tcea1,0.10113231048413651,-1.9191668124297652,6.891778509086071e-14,0.3846144898338166,1.9191668124297652,6.891778509086071e-14
ENSMUSG00000002459,Rgs20,0.0,-0.8022490606506132,0.7765621456520865,0.0009600960804638457,0.8022490606506132,0.7765621456520865
ENSMUSG00000085623,Gm16041,0.0006609954933603693,1.7827134400705429,0.56552467545006,0.00019201921609276912,-1.7827134400705429,0.56552467545006
ENSMUSG00000033793,Atp6v1h,0.33380272414698653,0.3331651143765939,0.16421905767571773,0.2651785374241142,-0.3331651143765939,0.16421905767571773
ENSMUSG00000025907,Rb1cc1,0.696028254508469,0.8470926682078403,2.587258512168991e-05,0.3869187204269298,-0.8470926682078403,2.587258512168991e-05
ENSMUSG00000090031,4732440D04Rik,0.0951833510438932,1.110873488669419,9.34823379067901e-06,0.0441644197013369,-1.110873488669419,9.34823379067901e-06
ENSMUSG00000087247,Alkal1,0.0,-0.2172865599294571,1.0,0.0005760576482783074,0.2172865599294571,1.0
ENSMUSG00000033740,St18,0.0,-2.217286559929457,0.06806613285586634,0.002880288241391537,2.217286559929457,0.06806613285586634
