Feature
1,ENSMUSG00000097806
2,ENSMUSG00000085068
3,ENSMUSG00000004542
4,ENSMUSG00000091055
5,ENSMUSG00000050222
6,ENSMUSG00000036036
7,ENSMUSG00000004540
8,ENSMUSG00000029851
9,ENSMUSG00000072945
10,ENSMUSG00000054252
11,ENSMUSG00000052525
12,ENSMUSG00000056155
13,ENSMUSG00000097525
14,ENSMUSG00000031970
15,ENSMUSG00000044006
16,ENSMUSG00000105867
17,ENSMUSG00000114319
18,ENSMUSG00000024512
19,ENSMUSG00000028185
20,ENSMUSG00000074818
21,ENSMUSG00000011463
22,ENSMUSG00000117694
23,ENSMUSG00000026259
24,ENSMUSG00000039200
25,ENSMUSG00000086272
26,ENSMUSG00000089851
27,ENSMUSG00000020871
28,ENSMUSG00000059602
29,ENSMUSG00000110404
30,ENSMUSG00000069301
31,ENSMUSG00000025002
32,ENSMUSG00000097756
33,ENSMUSG00000075318
34,ENSMUSG00000063296
35,ENSMUSG00000061517
36,ENSMUSG00000053886
37,ENSMUSG00000085669
38,ENSMUSG00000047894
39,ENSMUSG00000097752
40,ENSMUSG00000001333
41,ENSMUSG00000034910
42,ENSMUSG00000028051
43,ENSMUSG00000096696
44,ENSMUSG00000102840
45,ENSMUSG00000032625
46,ENSMUSG00000113343
47,ENSMUSG00000085183
48,ENSMUSG00000089804
49,ENSMUSG00000025202
50,ENSMUSG00000087230
51,ENSMUSG00000068323
52,ENSMUSG00000075389
53,ENSMUSG00000091370
54,ENSMUSG00000097187
55,ENSMUSG00000074283
56,ENSMUSG00000040978
57,ENSMUSG00000060461
58,ENSMUSG00000108276
59,ENSMUSG00000109783
60,ENSMUSG00000025207
61,ENSMUSG00000112742
62,ENSMUSG00000087575
63,ENSMUSG00000021260
64,ENSMUSG00000002475
65,ENSMUSG00000036030
66,ENSMUSG00000097960
67,ENSMUSG00000054074
68,ENSMUSG00000085260
69,ENSMUSG00000097443
70,ENSMUSG00000096477
71,ENSMUSG00000104937
72,ENSMUSG00000085743
73,ENSMUSG00000057766
74,ENSMUSG00000059854
75,ENSMUSG00000097654
76,ENSMUSG00000020333
77,ENSMUSG00000074824
78,ENSMUSG00000020173
79,ENSMUSG00000112352
80,ENSMUSG00000089901
81,ENSMUSG00000074345
82,ENSMUSG00000026452
83,ENSMUSG00000030670
84,ENSMUSG00000114853
85,ENSMUSG00000102252
86,ENSMUSG00000024331
87,ENSMUSG00000043164
88,ENSMUSG00000096940
89,ENSMUSG00000084826
90,ENSMUSG00000021136
91,ENSMUSG00000022203
92,ENSMUSG00000101211
93,ENSMUSG00000046215
94,ENSMUSG00000025329
95,ENSMUSG00000110774
96,ENSMUSG00000075144
97,ENSMUSG00000016386
98,ENSMUSG00000044364
99,ENSMUSG00000021944
100,ENSMUSG00000048022
101,ENSMUSG00000115003
102,ENSMUSG00000042340
103,ENSMUSG00000084883
104,ENSMUSG00000061524
105,ENSMUSG00000000605
106,ENSMUSG00000026885
107,ENSMUSG00000026304
108,ENSMUSG00000049303
109,ENSMUSG00000022245
110,ENSMUSG00000021763
111,ENSMUSG00000044726
112,ENSMUSG00000024228
113,ENSMUSG00000067597
114,ENSMUSG00000022477
115,ENSMUSG00000101061
116,ENSMUSG00000116033
117,ENSMUSG00000095430
118,ENSMUSG00000100158
119,ENSMUSG00000035407
120,ENSMUSG00000087166
121,ENSMUSG00000040183
122,ENSMUSG00000062151
123,ENSMUSG00000035279
124,ENSMUSG00000067006
125,ENSMUSG00000019802
126,ENSMUSG00000090135
127,ENSMUSG00000031529
128,ENSMUSG00000006215
129,ENSMUSG00000040473
130,ENSMUSG00000030101
131,ENSMUSG00000107048
132,ENSMUSG00000085604
133,ENSMUSG00000054720
134,ENSMUSG00000022040
135,ENSMUSG00000102918
136,ENSMUSG00000078896
137,ENSMUSG00000027006
138,ENSMUSG00000026923
139,ENSMUSG00000037280
140,ENSMUSG00000021509
141,ENSMUSG00000103669
142,ENSMUSG00000029032
143,ENSMUSG00000118243
144,ENSMUSG00000032257
145,ENSMUSG00000097178
146,ENSMUSG00000031289
147,ENSMUSG00000056004
148,ENSMUSG00000028949
149,ENSMUSG00000006731
150,ENSMUSG00000117994
151,ENSMUSG00000084845
152,ENSMUSG00000071722
153,ENSMUSG00000113919
154,ENSMUSG00000022094
155,ENSMUSG00000109931
156,ENSMUSG00000117042
157,ENSMUSG00000070565
158,ENSMUSG00000020105
159,ENSMUSG00000006931
160,ENSMUSG00000027164
161,ENSMUSG00000028688
162,ENSMUSG00000024913
163,ENSMUSG00000070526
164,ENSMUSG00000034064
165,ENSMUSG00000036492
166,ENSMUSG00000097442
167,ENSMUSG00000051413
168,ENSMUSG00000005823
169,ENSMUSG00000118226
170,ENSMUSG00000028127
171,ENSMUSG00000051652
172,ENSMUSG00000020334
173,ENSMUSG00000044864
174,ENSMUSG00000032443
175,ENSMUSG00000028973
176,ENSMUSG00000118060
177,ENSMUSG00000018761
178,ENSMUSG00000003208
179,ENSMUSG00000026596
180,ENSMUSG00000005299
181,ENSMUSG00000048720
182,ENSMUSG00000032714
183,ENSMUSG00000034768
184,ENSMUSG00000029769
185,ENSMUSG00000092032
186,ENSMUSG00000028580
187,ENSMUSG00000078866
188,ENSMUSG00000028539
189,ENSMUSG00000024187
190,ENSMUSG00000007880
191,ENSMUSG00000045064
192,ENSMUSG00000001844
193,ENSMUSG00000036412
194,ENSMUSG00000097316
195,ENSMUSG00000019487
196,ENSMUSG00000020101
