Feature ID,Feature Name,Cluster 1 Mean Counts,Cluster 1 Log2 fold change,Cluster 1 Adjusted p value,Cluster 2 Mean Counts,Cluster 2 Log2 fold change,Cluster 2 Adjusted p value,Cluster 3 Mean Counts,Cluster 3 Log2 fold change,Cluster 3 Adjusted p value
ENSMUSG00000025900,Rp1,0.000674298347160389,2.8196839526823556,0.3460425280395218,0.0,-2.040300260874533,0.49095641096043807,0.0,2.067780327266844,1.0
ENSMUSG00000025902,Sox17,0.0,-0.9876709693752481,0.829325452500606,0.0,-3.8476551829321384,0.008975003273816637,0.008387672803383612,5.8751352493244475,0.00010083790671295581
ENSMUSG00000104238,Gm37587,0.0,0.8196839526823556,1.0,0.0,-2.040300260874533,0.49095641096043807,0.0013979454672306021,4.067780327266844,0.20496557960113546
ENSMUSG00000033845,Mrpl15,0.02157754710913245,-2.9007935186952816,3.980851747869005e-18,0.15500882427237578,0.7639752682510994,0.0023168756545963753,0.23485483849474115,0.9490235107058154,0.0025589803550545892
ENSMUSG00000025903,Lypla1,0.05731535950863307,-0.8884776128364726,0.0012837639718211653,0.11100489270289962,0.7542052389160601,0.0018639958700093038,0.08247878256660553,-0.22500142196100192,0.7746720063032344
ENSMUSG00000033813,Tcea1,0.0930531719081337,-2.04080016992561,5.303986421464995e-15,0.34539769402774745,0.353055943929826,0.14199035771235508,0.6374631330571545,1.1716632566615284,9.506282718222777e-06
ENSMUSG00000002459,Rgs20,0.0,-0.7652785480388005,0.7741564107995585,0.0,-3.625262761595689,0.01226019021545497,0.00698972733615301,5.652742827987999,8.31389690407257e-05
ENSMUSG00000085623,Gm16041,0.000674298347160389,1.8196839526823556,0.5573272267357564,0.00022112528426872436,-1.0403002608745329,0.7256265705547285,0.0,1.4828178265456877,1.0
ENSMUSG00000033793,Atp6v1h,0.3378234719273549,0.3545159644959137,0.13705339336333558,0.2843671155695795,0.05827489663498375,0.9448961472982881,0.13839660125582962,-1.092494504141749,0.003615663590040131
ENSMUSG00000025907,Rb1cc1,0.7026188777411254,0.8610770217352225,2.0590611124519592e-05,0.3871903727545363,-0.629647856281411,0.0011444184554717748,0.3844350034884156,-0.2718115213644503,0.6140106481040456
ENSMUSG00000090031,4732440D04Rik,0.09709896199109602,1.147844001281233,5.141225054859362e-06,0.04908981310765681,-0.49678820364687937,0.06639284987381285,0.011183563737844817,-2.2819309241340573,1.83565114889126e-05
ENSMUSG00000087247,Alkal1,0.0,-0.1803160473176444,1.0,0.000663375852806173,0.9596997391254671,0.72792565376085,0.0,1.0677803272668438,1.0
ENSMUSG00000033740,St18,0.0,-2.1803160473176444,0.11110814500343173,0.0033168792640308653,2.959699739125467,0.014771814948439198,0.0,-0.9322196727331562,0.6122463196797094
ENSMUSG00000051285,Pcmtd1,0.13890545951504016,-0.130685279593044,0.7741564107995585,0.1344441728353844,-0.4266264635118491,0.05599146346733184,0.267007584241045,0.9820865788695603,0.0004906363273390864
ENSMUSG00000097797,Gm26901,0.008091580165924669,2.1981955759360856,0.0032230504088549476,0.0017690022741497949,-1.6777301814898236,0.03799619797124758,0.0013979454672306021,-0.324537095511916,0.9856414260404223
ENSMUSG00000061024,Rrs1,0.020228950414811674,-2.513832116480219,1.4198726943454996e-13,0.10591901116471897,0.40715871609668897,0.16436229408263237,0.20270209274843728,1.2632514492880031,4.460567012151165e-05
ENSMUSG00000025911,Adhfe1,0.0040457900829623345,-0.1278486274235089,1.0,0.003759129832568314,-0.8703752594322207,0.22954910508601414,0.012581509205075418,1.8047459214330503,0.025748266694119785
ENSMUSG00000079671,2610203C22Rik,0.000674298347160389,-2.9352035494811126,0.00024610689887299346,0.009287261939286423,0.6855247756864733,0.2624004864184344,0.015377400139536623,1.1933112093507026,0.08763826256663948
ENSMUSG00000067879,Vxn,0.0,0.8196839526823556,1.0,0.00022112528426872436,-0.04030026087453287,1.0,0.0,2.067780327266844,1.0
ENSMUSG00000025912,Mybl1,0.002697193388641556,-1.8356678759301994,0.016403023108406533,0.00508588153818066,-1.914769378790674,0.00023678931098647057,0.05451987322199348,3.582353500096602,1.7098415905067308e-10
ENSMUSG00000045210,Vcpip1,0.08159010000640708,-0.620266116561976,0.023284129828972648,0.12117665577926094,0.18384513156566662,0.5469716014357713,0.15796783779705803,0.5126530560864504,0.1285080524870472
ENSMUSG00000097893,1700034P13Rik,0.0,-0.5022441422050061,0.7720935179900564,0.00022112528426872436,-2.040300260874533,0.21246072265787988,0.004193836401691806,4.067780327266843,0.01387847126518651
ENSMUSG00000025915,Sgk3,0.09507606694961486,-0.6671935483566109,0.014527024918636347,0.16805521604423052,1.063846832546016,4.3102043641707305e-06,0.04892809135307107,-1.5792782945462251,0.00012422263820296737
ENSMUSG00000046101,Mcmdc2,0.006068685124443501,-0.44335045315143784,0.539368014508539,0.008402760802211525,-0.0028255554558702656,1.0,0.012581509205075418,0.8047459214330503,0.3753946141824354
ENSMUSG00000098234,Snhg6,0.016857458679009726,-3.0093068833227035,8.669967621345658e-17,0.1271470384545165,0.5673823163467073,0.04184399327177308,0.22786511115858812,1.1941111511737423,0.00018927995269247302
ENSMUSG00000099032,Tcf24,0.000674298347160389,2.8196839526823556,0.3460425280395218,0.0,-2.040300260874533,0.49095641096043807,0.0,2.067780327266844,1.0
ENSMUSG00000025916,Ppp1r42,0.01416026529036817,4.694153070598497,1.0656248516401461e-10,0.00022112528426872436,-4.563862216931546,1.0237800520561514e-08,0.0013979454672306021,-0.45578162879016837,0.7498080088645818
ENSMUSG00000087199,Gm15818,0.000674298347160389,2.8196839526823556,0.3460425280395218,0.0,-2.040300260874533,0.49095641096043807,0.0,2.067780327266844,1.0
ENSMUSG00000025917,Cops5,0.03506351405234023,-2.225534799474137,8.210600759024694e-14,0.15102856915553872,0.44681491644847915,0.07880414505274731,0.267007584241045,1.129180871930987,9.755601893222651e-05
ENSMUSG00000056763,Cspp1,0.07012702810468047,-0.41151436602943336,0.18749547082040613,0.07960510233674077,-0.43318848288562073,0.07734150828440893,0.18452880167443947,1.2619758567726396,1.545611849076951e-05
ENSMUSG00000067851,Arfgef1,0.18812923885774854,-0.1803160473176444,0.6001760908173206,0.20454088794857003,-0.07417512651255498,0.8336677333274334,0.2712014206427368,0.44029320989913057,0.16329553231056795
ENSMUSG00000042501,Cpa6,0.000674298347160389,2.8196839526823556,0.3460425280395218,0.0,-2.040300260874533,0.49095641096043807,0.0,2.067780327266844,1.0
ENSMUSG00000048960,Prex2,0.000674298347160389,-0.6397476659549408,0.6678403318902384,0.0011056264213436218,-1.2626926822109805,0.35682367202468385,0.00698972733615301,2.8453879059303953,0.012760589299562052
ENSMUSG00000016918,Sulf1,0.0,-3.087206642926163,0.09469066022681819,0.0,-5.947190856483052,7.573302015139156e-07,0.04054041854968746,7.974670922875362,1.0105198618846289e-10
ENSMUSG00000025938,Slco5a1,0.0,-0.7652785480388005,1.0,0.000663375852806173,-0.6252627615956889,0.8753059960083893,0.0027958909344612043,2.652742827987999,0.2350399684502677
ENSMUSG00000042414,Prdm14,0.000674298347160389,1.8196839526823556,0.5520643051555699,0.00022112528426872436,-1.0403002608745329,0.7256265705547285,0.0,1.4828178265456877,1.0
ENSMUSG00000005886,Ncoa2,0.11530501736442653,0.20702971809215098,0.5070400617582306,0.09596837337262637,-0.3143476594307444,0.21826365049557736,0.1272130375179848,0.3481682998509057,0.3600293589319724
ENSMUSG00000025935,Tram1,0.08833308347801097,-1.9680207739983253,9.85038335710959e-15,0.3628665914849767,1.3509193039706537,8.129419463763277e-11,0.253028129568739,-0.21640185343314866,0.752046926815219
ENSMUSG00000025937,Lactb2,0.017531757026170117,-1.7473566400415388,1.6064033577724393e-05,0.05528132106718109,0.346280792355083,0.41920021294446336,0.09645823723891155,1.0833211781626226,0.007848766465216329
ENSMUSG00000025932,Eya1,0.000674298347160389,-3.6065808020197423,1.1143014447588126e-06,0.0019901275584185193,-4.003774384849418,1.923914496778811e-21,0.10624385550952575,5.8751352493244475,1.9486789865940062e-43
ENSMUSG00000025930,Msc,0.0,0.8196839526823556,1.0,0.00022112528426872436,-0.04030026087453287,1.0,0.0,2.067780327266844,1.0
ENSMUSG00000025925,Terf1,0.02090324876197206,-1.3401873840960334,7.043676783898132e-05,0.04732081083350701,0.021392061531710027,1.0,0.09925412817337274,1.2951908233699165,0.00010601431486740033
ENSMUSG00000043716,Rpl7,1.0168419075178667,-2.4255237745832807,2.8847804505472753e-25,5.220325711016045,0.8167567740772397,1.7386897672077943e-05,7.000910899890855,0.7417106864172456,0.0052895728014291585
ENSMUSG00000025921,Rdh10,0.016183160331849338,-1.0040654076259177,0.016021680693169244,0.011940765350511116,-2.458612892186237,1.4053359435251705e-16,0.17054934700213345,3.7065140844289806,1.6781270113512648e-29
ENSMUSG00000025920,Stau2,0.00741728181876428,-2.833758285921567,2.418531150703242e-12,0.048426437254850636,0.18647060097249035,0.6427546262794356,0.11463152831290938,1.5910707171977108,6.617328670391672e-07
ENSMUSG00000025939,Ube2w,0.05259527107851035,-0.7469000187239461,0.014847921586049495,0.08181635517942801,0.03554349710897364,1.0,0.1356007103213684,0.871918536640905,0.010642823277241344
ENSMUSG00000079658,Eloc,0.3196174165540244,-0.46470549320682397,0.061084555371514256,0.4128409057297084,-0.020078867256206223,1.0,0.6234836783848485,0.6783859879489468,0.014322017611062141
ENSMUSG00000025940,Tmem70,0.011463071901726614,-2.092540087229204,1.6742641863495514e-05,0.0426771798638638,-0.01024302701835289,1.0,0.10764180097675635,1.632083357421907,0.00015989175309933756
ENSMUSG00000025779,Ly96,0.032366320663698676,-0.25210673038565456,0.6033845277363263,0.04068705230544528,0.36179818269681263,0.3270129023892633,0.029356854811842643,-0.33697419875013956,0.6605061651890964
ENSMUSG00000042686,Jph1,0.000674298347160389,2.8196839526823556,0.3460425280395218,0.0,-2.040300260874533,0.49095641096043807,0.0,2.067780327266844,1.0
ENSMUSG00000067780,Pi15,0.0,-2.1803160473176444,0.11110814500343173,0.0,-5.040300260874534,6.770149057518149e-07,0.02096918200845903,7.067780327266843,3.20622627599093e-13
ENSMUSG00000025929,Il17a,0.0,-3.908236501880843,1.0,0.011498514781973666,4.687620193688667,0.5238258386470498,0.0,-2.660140127296354,1.0
ENSMUSG00000041872,Il17f,0.0,-0.1803160473176444,1.0,0.000663375852806173,0.9596997391254671,0.72792565376085,0.0,1.0677803272668438,1.0
ENSMUSG00000041859,Mcm3,0.011463071901726614,-3.945556095479027,1.319977772277488e-26,0.17756360326778567,1.0182943930363155,2.4313901138244265e-05,0.24464045676535537,0.8459735341263359,0.007455843118069311
ENSMUSG00000097934,6720483E21Rik,0.0,0.8196839526823556,1.0,0.00022112528426872436,-0.04030026087453287,1.0,0.0,2.067780327266844,1.0
ENSMUSG00000025931,Paqr8,0.0,-1.6397476659549408,0.23592175447624705,0.001326751705612346,-0.5548734337042909,0.9013386601054656,0.0055917818689224085,2.582353500096602,0.04373990235157233
ENSMUSG00000041809,Efhc1,0.001348596694320778,0.23472145196119953,1.0,0.0017690022741497949,0.544662239846625,0.7151073116870297,0.0,-0.3916512913704526,0.858511677538864
ENSMUSG00000041779,Tram2,0.011463071901726614,-2.0978538871256713,2.9019735986606774e-08,0.0517433165188815,1.0548569721658074,0.0003605272276112604,0.05172398228753228,0.33842791721051313,0.5100597488486214
ENSMUSG00000025933,Tmem14a,0.001348596694320778,-1.9876709693752481,0.1079688134708423,0.005749257390986833,-0.4553377601533768,0.7119210271246471,0.02096918200845903,2.209799332139272,0.015134830110094876
ENSMUSG00000025934,Gsta3,0.000674298347160389,1.8196839526823556,0.5573272267357564,0.00022112528426872436,-1.0403002608745329,0.7256265705547285,0.0,1.4828178265456877,1.0
ENSMUSG00000028033,Kcnq5,0.0,0.8196839526823556,1.0,0.00022112528426872436,-0.04030026087453287,1.0,0.0,2.067780327266844,1.0
ENSMUSG00000073730,4933415F23Rik,0.0,0.8196839526823556,1.0,0.00022112528426872436,-0.04030026087453287,1.0,0.0,2.067780327266844,1.0
ENSMUSG00000100775,Gm29107,0.0,0.8196839526823556,1.0,0.0,-2.040300260874533,0.49095641096043807,0.0013979454672306021,4.067780327266844,0.20496557960113546
ENSMUSG00000026158,Ogfrl1,0.35602952730068543,1.0953183952957832,1.1124235857588906e-07,0.18751424105987827,-0.4244216833706824,0.052664186639264886,0.034948636680765054,-2.659092798727028,2.3866808600726126e-10
ENSMUSG00000026156,B3gat2,0.00741728181876428,0.8196839526823556,0.3275916511285068,0.004422505685374487,-0.55487343370429,0.5014779341507428,0.004193836401691806,0.0677803272668438,1.0
ENSMUSG00000026155,Smap1,0.12676808926615316,-0.9767248239894588,6.34055692853122e-05,0.23439280132484783,0.22627383448271177,0.4124312125144809,0.3522822577421117,0.7642161403531966,0.0068173920657138495
ENSMUSG00000026154,Sdhaf4,0.017531757026170117,-2.3141717940524353,2.0961708405439166e-09,0.08314310688504035,0.5639241420072563,0.08393184258912809,0.1356007103213684,1.0278541428540846,0.006528684592945065
ENSMUSG00000026153,Fam135a,0.001348596694320778,-3.4282435607612296,5.64220303383865e-08,0.017026646888691776,-0.04030026087453287,1.0,0.05032603682030167,1.9553055980084313,2.4902544332840316e-06
